,image_name,image_url
1722962,001b61e5094d71cb.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/001b61e5094d71cb.jpg
1724405,0014bd425c9a203e.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/0014bd425c9a203e.jpg
1724828,00710a1936574ff7.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/00710a1936574ff7.jpg
1726171,002ba651da665f7a.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/002ba651da665f7a.jpg
1726532,0047f2b497b2f75c.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/0047f2b497b2f75c.jpg
1726658,0070c0a46d21b21c.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/0070c0a46d21b21c.jpg
1726846,004638232e2496ac.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/004638232e2496ac.jpg
1726981,0049524750a81ecc.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/0049524750a81ecc.jpg
1728515,0033495fd6a2e654.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/0033495fd6a2e654.jpg
1729350,007326de8719cca7.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/007326de8719cca7.jpg
1730073,00129ccb99612727.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/00129ccb99612727.jpg
1735283,004aaf7fe2a9ae68.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/004aaf7fe2a9ae68.jpg
1737648,005e1f8408077a67.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/005e1f8408077a67.jpg
1737726,007fbe74b42f518f.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/007fbe74b42f518f.jpg
1738844,000aa552a9d80891.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/000aa552a9d80891.jpg
1740208,00759fae3fd803f1.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/00759fae3fd803f1.jpg
1742252,006c528316553ddd.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/006c528316553ddd.jpg
