,image_name,image_url
1698962,00153bd4b08d8457.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/00153bd4b08d8457.jpg
1700951,002d1d05a2fac63c.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/002d1d05a2fac63c.jpg
1702967,004872d30a784ef2.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/004872d30a784ef2.jpg
1703207,002061916dc674d4.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/002061916dc674d4.jpg
1704084,0020766c6f2c6d1e.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/0020766c6f2c6d1e.jpg
1706345,004a24dddb6131c3.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/004a24dddb6131c3.jpg
1706419,00241c198f768841.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/00241c198f768841.jpg
1707990,000f6e054dde03c8.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/000f6e054dde03c8.jpg
1711541,00183d5202f5f9de.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/00183d5202f5f9de.jpg
1712310,0041599271cfa212.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/0041599271cfa212.jpg
1714333,00073eca51f23401.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/00073eca51f23401.jpg
1716893,002c188b8fa9ebb6.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/002c188b8fa9ebb6.jpg
1717344,0046d2724ff8fff9.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/0046d2724ff8fff9.jpg
1717729,003db642c9ed6e07.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/003db642c9ed6e07.jpg
1717764,001fe0c4b7e45f02.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/001fe0c4b7e45f02.jpg
1718592,004bb3e2cefb2e8d.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/004bb3e2cefb2e8d.jpg
1720495,003fc1e9d6110dcc.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/003fc1e9d6110dcc.jpg
1724533,00357d419495894f.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/00357d419495894f.jpg
1726441,000d605352a36dd1.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/000d605352a36dd1.jpg
1729595,002efdefb89bc9d5.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/002efdefb89bc9d5.jpg
1731604,00351578fa0593bc.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/00351578fa0593bc.jpg
1732263,0028a5f451e9124b.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/0028a5f451e9124b.jpg
1732983,00202bc00624c1e0.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/00202bc00624c1e0.jpg
1733734,0021e695eb05d434.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/0021e695eb05d434.jpg
1733778,003ccf8d9cb3b71a.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/003ccf8d9cb3b71a.jpg
1739985,0016efb302b19d35.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/0016efb302b19d35.jpg
1740016,001a8ef7d32b1fdc.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/001a8ef7d32b1fdc.jpg
1740426,002c8c0d1e3fff48.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/002c8c0d1e3fff48.jpg
1741401,001efa9e9adb51ed.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/001efa9e9adb51ed.jpg
1742802,0032591f37ffa919.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/0032591f37ffa919.jpg
1742899,00274bc355aa30ff.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/00274bc355aa30ff.jpg
